order_id,overdue_days,label,chinese_zodiac,zodiac
13710,0,0,鼠,天秤座
13711,0,0,马,巨蟹座
13712,43,1,猪,金牛座
13713,0,0,猴,天蝎座
13714,0,0,猪,水瓶座
13715,1,0,牛,双鱼座
13716,0,0,兔,天蝎座
13717,0,0,鼠,水瓶座
13718,43,1,马,水瓶座
13719,0,0,蛇,巨蟹座
13720,0,0,鸡,天秤座
13721,1,0,马,摩羯座
13722,0,0,虎,巨蟹座
13723,43,1,牛,摩羯座
13724,0,0,鸡,摩羯座
13725,1,0,羊,摩羯座
13726,0,0,兔,摩羯座
13727,0,0,鼠,白羊座
13728,0,0,猪,射手座
13729,0,0,龙,水瓶座
13730,0,0,鼠,处女座
13731,1,0,羊,双子座
13732,43,1,鼠,摩羯座
13733,0,0,龙,处女座
13734,0,0,牛,天秤座
13735,1,0,猴,双子座
13736,0,0,牛,狮子座
13737,0,0,龙,射手座
13738,0,0,龙,摩羯座
13739,0,0,马,巨蟹座
13740,3,0,龙,处女座
13741,0,0,虎,双子座
13742,0,0,马,水瓶座
13743,1,0,狗,天秤座
13744,0,0,虎,双子座
13745,0,0,虎,白羊座
13746,0,0,狗,双鱼座
13747,0,0,龙,白羊座
13748,0,0,羊,双鱼座
13749,0,0,猪,金牛座
13750,1,0,兔,天秤座
13751,0,0,鼠,天秤座
13752,0,0,猪,摩羯座
13753,0,0,猴,天蝎座
13754,1,0,羊,射手座
13755,0,0,蛇,金牛座
13756,0,0,马,狮子座
13757,0,0,马,白羊座
13758,0,0,龙,天秤座
13759,0,0,鼠,狮子座
13760,0,0,蛇,水瓶座
13761,0,0,兔,射手座
13762,0,0,猪,水瓶座
13763,0,0,狗,巨蟹座
13764,43,1,鼠,处女座
13765,0,0,蛇,双鱼座
13766,43,1,鼠,水瓶座
13767,2,0,虎,狮子座
13768,0,0,蛇,金牛座
13769,0,0,鸡,白羊座
13770,0,0,鸡,金牛座
13771,43,1,鼠,双子座
13772,0,0,虎,狮子座
13773,43,1,狗,狮子座
13774,0,0,虎,天秤座
13775,0,0,牛,处女座
13776,1,0,羊,天秤座
13777,0,0,马,狮子座
13778,0,0,猪,白羊座
13779,1,0,猴,射手座
13780,0,0,龙,水瓶座
13781,0,0,虎,摩羯座
13782,0,0,兔,双子座
13783,0,0,蛇,处女座
13784,1,0,猪,双子座
13785,0,0,猪,天秤座
13786,0,0,鸡,双子座
13787,5,2,虎,摩羯座
13788,0,0,猪,双子座
13789,1,0,鸡,天蝎座
13790,0,0,虎,狮子座
13791,0,0,羊,水瓶座
13792,1,0,牛,天蝎座
13793,0,0,虎,双子座
13794,0,0,鸡,巨蟹座
13795,1,0,猪,金牛座
13796,0,0,兔,处女座
13797,1,0,猴,射手座
13798,0,0,狗,双鱼座
13799,1,0,猴,双子座
13800,0,0,兔,摩羯座
13801,0,0,猴,摩羯座
13802,0,0,虎,金牛座
13803,0,0,鼠,巨蟹座
13804,0,0,兔,巨蟹座
13805,1,0,羊,处女座
13806,43,1,羊,处女座
13807,1,0,狗,双子座
13808,1,0,鼠,水瓶座
13809,0,0,马,金牛座
13810,1,0,狗,处女座
13811,0,0,马,射手座
13812,0,0,鸡,天秤座
13813,0,0,马,射手座
13814,0,0,羊,水瓶座
13815,0,0,兔,巨蟹座
13816,0,0,蛇,双子座
13817,0,0,鼠,狮子座
13818,0,0,鼠,双鱼座
13819,43,1,羊,射手座
13820,0,0,猪,射手座
13821,1,0,羊,天蝎座
13822,0,0,马,巨蟹座
13823,1,0,龙,天蝎座
13824,3,0,兔,摩羯座
13825,1,0,猪,金牛座
13826,0,0,猪,处女座
13827,0,0,鼠,巨蟹座
13828,0,0,龙,处女座
13829,0,0,兔,巨蟹座
13830,1,0,虎,金牛座
13831,0,0,蛇,水瓶座
13832,0,0,龙,狮子座
13833,0,0,蛇,天秤座
13834,43,1,马,狮子座
13835,0,0,羊,双鱼座
13836,0,0,牛,双鱼座
13837,0,0,鸡,巨蟹座
13838,12,1,牛,摩羯座
13839,0,0,蛇,摩羯座
13840,0,0,鸡,双鱼座
13841,0,0,虎,射手座
13842,0,0,羊,摩羯座
13843,0,0,虎,白羊座
13844,0,0,牛,天秤座
13845,0,0,兔,狮子座
13846,0,0,鼠,白羊座
13847,43,1,猴,天秤座
13848,0,0,牛,水瓶座
13849,1,0,鼠,双子座
13850,0,0,猪,射手座
13851,43,1,牛,天秤座
13852,0,0,鸡,天秤座
13853,1,0,羊,双子座
13854,0,0,蛇,摩羯座
13855,0,0,马,双鱼座
13856,3,0,猴,巨蟹座
13857,43,1,蛇,天秤座
13858,0,0,猪,双鱼座
13859,1,0,龙,天秤座
13860,2,0,蛇,金牛座
13861,0,0,虎,金牛座
13862,0,0,蛇,天秤座
13863,0,0,羊,水瓶座
13864,43,1,马,水瓶座
13865,1,0,羊,巨蟹座
13866,0,0,虎,水瓶座
13867,0,0,狗,天蝎座
13868,43,1,蛇,处女座
13869,4,2,狗,双子座
13870,1,0,猪,水瓶座
13871,0,0,猴,巨蟹座
13872,0,0,兔,处女座
13873,0,0,兔,水瓶座
13874,1,0,马,射手座
13875,43,1,龙,双鱼座
13876,43,1,兔,巨蟹座
13877,43,1,虎,金牛座
13878,1,0,龙,处女座
13879,0,0,猪,白羊座
13880,43,1,马,处女座
13881,43,1,猴,处女座
13882,0,0,猴,射手座
13883,1,0,猪,双子座
13884,0,0,猴,白羊座
13885,0,0,猴,水瓶座
13886,43,1,狗,金牛座
13887,0,0,龙,双子座
13888,43,1,猪,巨蟹座
13889,0,0,马,射手座
13890,0,0,龙,巨蟹座
13891,43,1,猴,天蝎座
13892,9,2,鼠,白羊座
13893,0,0,马,金牛座
13894,0,0,鼠,巨蟹座
13895,1,0,马,水瓶座
13896,0,0,鼠,白羊座
13897,0,0,龙,天秤座
13898,0,0,鼠,水瓶座
13899,2,0,猪,天蝎座
13900,1,0,虎,天秤座
13901,4,2,鼠,双鱼座
13902,43,1,羊,白羊座
13903,43,1,蛇,金牛座
13904,0,0,虎,狮子座
13905,0,0,猪,水瓶座
13906,0,0,狗,处女座
13907,43,1,鸡,摩羯座
13908,0,0,虎,水瓶座
13909,0,0,虎,处女座
13910,1,0,鸡,射手座
13911,1,0,马,天蝎座
13912,1,0,牛,摩羯座
13913,0,0,鸡,双子座
13914,0,0,鼠,水瓶座
13915,0,0,狗,巨蟹座
13916,0,0,猴,巨蟹座
13917,1,0,猪,水瓶座
13918,43,1,牛,金牛座
13919,0,0,羊,水瓶座
13920,43,1,狗,水瓶座
13921,0,0,猪,天秤座
13922,2,0,羊,摩羯座
13923,0,0,兔,巨蟹座
13924,1,0,狗,双鱼座
13925,0,0,羊,金牛座
13926,1,0,猪,狮子座
13927,0,0,羊,双鱼座
13928,0,0,牛,双鱼座
13929,43,1,虎,天蝎座
13930,0,0,鸡,狮子座
13931,1,0,虎,天秤座
13932,0,0,马,天秤座
13933,0,0,猴,巨蟹座
13934,1,0,羊,处女座
13935,0,0,龙,射手座
13936,0,0,兔,白羊座
13937,0,0,狗,双鱼座
13938,0,0,鸡,巨蟹座
13939,1,0,马,双子座
13940,0,0,牛,处女座
13941,0,0,虎,射手座
13942,0,0,狗,摩羯座
13943,0,0,猪,双子座
13944,43,1,牛,双子座
13945,43,1,龙,金牛座
13946,1,0,牛,天秤座
13947,0,0,兔,双子座
13948,43,1,马,天蝎座
13949,0,0,马,双鱼座
13950,0,0,蛇,天蝎座
13951,2,0,虎,处女座
13952,0,0,兔,水瓶座
13953,1,0,牛,天秤座
13954,0,0,猴,射手座
13955,0,0,猴,白羊座
13956,0,0,虎,天秤座
13957,0,0,牛,巨蟹座
13958,0,0,龙,射手座
13959,1,0,猴,双子座
13960,0,0,狗,摩羯座
13961,1,0,龙,摩羯座
13962,43,1,猪,巨蟹座
13963,1,0,羊,天秤座
13964,11,1,马,双子座
13965,18,1,牛,白羊座
13966,0,0,龙,白羊座
13967,0,0,蛇,金牛座
13968,0,0,鼠,双鱼座
13969,0,0,兔,双鱼座
13970,0,0,蛇,双子座
13971,0,0,鼠,天蝎座
13972,0,0,鼠,摩羯座
13973,0,0,牛,双鱼座
13974,0,0,蛇,天蝎座
13975,0,0,鼠,射手座
13976,0,0,龙,白羊座
13977,0,0,猴,摩羯座
13978,0,0,鸡,双子座
13979,1,0,鸡,白羊座
13980,0,0,猪,天秤座
13981,1,0,兔,巨蟹座
13982,0,0,兔,狮子座
13983,2,0,牛,金牛座
13984,0,0,鼠,白羊座
13985,1,0,鸡,处女座
13986,0,0,虎,天秤座
13987,0,0,虎,巨蟹座
13988,0,0,牛,巨蟹座
13989,0,0,鸡,摩羯座
13990,0,0,虎,巨蟹座
13991,0,0,鸡,双子座
13992,0,0,羊,水瓶座
13993,0,0,羊,水瓶座
13994,0,0,牛,天蝎座
13995,43,1,猴,双鱼座
13996,0,0,牛,天秤座
13997,0,0,猪,巨蟹座
13998,0,0,猪,双鱼座
13999,43,1,羊,天秤座
14000,0,0,牛,水瓶座
14001,1,0,龙,双子座
14002,1,0,牛,双鱼座
14003,0,0,羊,狮子座
14004,0,0,牛,巨蟹座
14005,0,0,羊,处女座
14006,0,0,龙,天秤座
14007,0,0,鸡,射手座
14008,43,1,马,天蝎座
14009,0,0,蛇,巨蟹座
14010,0,0,鸡,天蝎座
14011,43,1,马,射手座
14012,0,0,鼠,天蝎座
14013,0,0,龙,水瓶座
14014,1,0,鼠,双子座
14015,0,0,虎,巨蟹座
14016,43,1,兔,摩羯座
14017,43,1,狗,射手座
14018,0,0,兔,射手座
14019,0,0,蛇,白羊座
14020,43,1,羊,白羊座
14021,1,0,鸡,射手座
14022,1,0,龙,狮子座
14023,0,0,狗,金牛座
14024,0,0,狗,金牛座
14025,0,0,牛,双子座
14026,1,0,虎,处女座
14027,1,0,鸡,双鱼座
14028,0,0,猴,巨蟹座
14029,0,0,狗,射手座
14030,0,0,鸡,射手座
14031,0,0,马,狮子座
14032,0,0,猪,天秤座
14033,0,0,猴,狮子座
14034,1,0,马,摩羯座
14035,1,0,虎,处女座
14036,0,0,牛,处女座
14037,0,0,狗,水瓶座
14038,0,0,鸡,白羊座
14039,0,0,狗,天蝎座
14040,0,0,兔,巨蟹座
14041,43,1,牛,双鱼座
14042,0,0,鼠,巨蟹座
14043,43,1,羊,白羊座
14044,1,0,牛,天秤座
14045,0,0,龙,天秤座
14046,0,0,鸡,狮子座
14047,1,0,马,天蝎座
14048,0,0,兔,巨蟹座
14049,0,0,猴,天秤座
14050,0,0,猴,摩羯座
14051,0,0,猴,摩羯座
14052,0,0,牛,狮子座
14053,1,0,龙,处女座
14054,21,1,鸡,金牛座
14055,0,0,鸡,摩羯座
14056,1,0,羊,天秤座
14057,0,0,兔,金牛座
14058,0,0,羊,狮子座
14059,1,0,羊,双鱼座
14060,0,0,牛,摩羯座
14061,0,0,牛,双子座
14062,0,0,羊,巨蟹座
14063,0,0,羊,处女座
14064,0,0,兔,双子座
14065,0,0,羊,射手座
14066,0,0,猪,狮子座
14067,0,0,鼠,处女座
14068,0,0,马,双鱼座
14069,1,0,羊,天蝎座
14070,0,0,马,白羊座
14071,0,0,虎,白羊座
14072,0,0,羊,水瓶座
14073,0,0,狗,金牛座
14074,0,0,猴,处女座
14075,2,0,猴,天秤座
14076,0,0,牛,天秤座
14077,2,0,鸡,天秤座
14078,0,0,羊,天蝎座
14079,0,0,猴,摩羯座
14080,1,0,猪,双子座
14081,2,0,牛,金牛座
14082,0,0,虎,天蝎座
14083,0,0,狗,天秤座
14084,1,0,猪,金牛座
14085,0,0,羊,天秤座
14086,43,1,羊,双子座
14087,2,0,猪,射手座
14088,1,0,狗,双鱼座
14089,0,0,狗,处女座
14090,1,0,羊,天蝎座
14091,1,0,蛇,天秤座
14092,1,0,羊,双鱼座
14093,0,0,龙,巨蟹座
14094,0,0,蛇,天秤座
14095,0,0,兔,巨蟹座
14096,43,1,猴,天秤座
14097,0,0,鸡,处女座
14098,0,0,兔,天秤座
14099,1,0,虎,金牛座
14100,43,1,虎,摩羯座
14101,0,0,蛇,天蝎座
14102,43,1,猴,射手座
14103,0,0,牛,金牛座
14104,0,0,龙,巨蟹座
14105,0,0,兔,金牛座
14106,0,0,蛇,水瓶座
14107,0,0,鸡,处女座
14108,0,0,蛇,天秤座
14109,0,0,虎,水瓶座
14110,1,0,兔,金牛座
14111,43,1,羊,射手座
14112,0,0,蛇,射手座
14113,1,0,马,巨蟹座
14114,0,0,马,射手座
14115,0,0,猴,双子座
14116,0,0,鸡,摩羯座
14117,1,0,马,水瓶座
14118,43,1,鸡,巨蟹座
14119,0,0,狗,双鱼座
14120,0,0,猴,双鱼座
14121,0,0,兔,处女座
14122,0,0,马,双鱼座
14123,1,0,狗,天秤座
14124,0,0,蛇,白羊座
14125,1,0,猪,双鱼座
14126,1,0,牛,狮子座
14127,0,0,猴,水瓶座
14128,43,1,龙,巨蟹座
14129,0,0,猴,巨蟹座
14130,43,1,猪,狮子座
14131,0,0,虎,射手座
14132,0,0,猴,白羊座
14133,1,0,猴,水瓶座
14134,1,0,兔,天秤座
14135,0,0,马,天蝎座
14136,0,0,马,狮子座
14137,0,0,鼠,天蝎座
14138,0,0,牛,白羊座
14139,0,0,猪,双子座
14140,0,0,猴,巨蟹座
14141,0,0,虎,射手座
14142,43,1,牛,白羊座
14143,0,0,兔,狮子座
14144,43,1,猴,金牛座
14145,0,0,牛,天秤座
14146,0,0,猪,处女座
14147,7,2,猴,双子座
14148,0,0,猴,天秤座
14149,0,0,兔,狮子座
14150,0,0,狗,射手座
14151,0,0,兔,天秤座
14152,0,0,虎,水瓶座
14153,2,0,鼠,双鱼座
14154,43,1,羊,天蝎座
14155,0,0,虎,天蝎座
14156,0,0,鸡,金牛座
14157,43,1,羊,天蝎座
14158,0,0,鼠,白羊座
14159,0,0,马,金牛座
14160,0,0,鼠,射手座
14161,0,0,猪,双鱼座
14162,43,1,鼠,射手座
14163,0,0,鼠,处女座
14164,43,1,兔,水瓶座
14165,0,0,鼠,双鱼座
14166,0,0,羊,金牛座
14167,1,0,马,双子座
14168,0,0,猴,白羊座
14169,43,1,牛,射手座
14170,0,0,鼠,金牛座
14171,1,0,马,处女座
14172,43,1,牛,水瓶座
14173,0,0,鸡,天蝎座
14174,0,0,羊,处女座
14175,0,0,鼠,摩羯座
14176,0,0,龙,水瓶座
14177,43,1,虎,射手座
14178,0,0,羊,双子座
14179,0,0,虎,狮子座
14180,0,0,蛇,天蝎座
14181,43,1,狗,双子座
14182,1,0,鼠,白羊座
14183,0,0,鼠,双子座
14184,43,1,狗,双鱼座
14185,43,1,狗,天秤座
14186,0,0,蛇,水瓶座
14187,1,0,羊,射手座
14188,43,1,狗,金牛座
14189,1,0,猴,双鱼座
14190,0,0,蛇,天秤座
14191,0,0,兔,天蝎座
14192,1,0,鼠,狮子座
14193,0,0,虎,金牛座
14194,43,1,鼠,狮子座
14195,0,0,猪,狮子座
14196,0,0,兔,狮子座
14197,0,0,虎,处女座
14198,1,0,猴,狮子座
14199,0,0,兔,狮子座
14200,0,0,蛇,巨蟹座
14201,0,0,蛇,双鱼座
14202,1,0,虎,水瓶座
14203,0,0,虎,白羊座
14204,1,0,龙,白羊座
14205,1,0,猴,双子座
14206,0,0,马,射手座
14207,1,0,兔,巨蟹座
14208,1,0,马,处女座
14209,0,0,牛,白羊座
14210,0,0,虎,摩羯座
14211,0,0,狗,射手座
14212,0,0,鼠,水瓶座
14213,0,0,鼠,天蝎座
14214,0,0,狗,射手座
14215,0,0,兔,天蝎座
14216,0,0,猴,巨蟹座
14217,0,0,猪,双子座
14218,0,0,兔,天秤座
14219,1,0,鸡,处女座
14220,0,0,鼠,天蝎座
14221,0,0,龙,水瓶座
14222,0,0,羊,摩羯座
14223,1,0,牛,处女座
14224,0,0,龙,射手座
14225,1,0,龙,巨蟹座
14226,0,0,马,双鱼座
14227,1,0,蛇,天蝎座
14228,1,0,牛,双子座
14229,0,0,猪,白羊座
14230,0,0,牛,狮子座
14231,43,1,牛,狮子座
14232,2,0,鸡,天秤座
14233,0,0,蛇,天秤座
14234,1,0,羊,射手座
14235,0,0,鸡,处女座
14236,1,0,鸡,天秤座
14237,0,0,龙,双鱼座
14238,0,0,兔,金牛座
14239,0,0,猴,射手座
14240,0,0,兔,摩羯座
14241,0,0,龙,金牛座
14242,0,0,狗,处女座
14243,0,0,鸡,巨蟹座
14244,0,0,猴,处女座
14245,43,1,狗,天秤座
14246,0,0,龙,双鱼座
14247,0,0,狗,摩羯座
14248,0,0,牛,射手座
14249,1,0,虎,狮子座
14250,0,0,羊,金牛座
14251,0,0,羊,金牛座
14252,0,0,蛇,处女座
14253,0,0,兔,天蝎座
14254,0,0,马,巨蟹座
14255,0,0,蛇,天秤座
14256,43,1,虎,双子座
14257,0,0,马,双鱼座
14258,0,0,鸡,水瓶座
14259,0,0,羊,摩羯座
14260,0,0,马,狮子座
14261,0,0,羊,摩羯座
14262,0,0,龙,处女座
14263,0,0,猴,摩羯座
14264,0,0,龙,水瓶座
14265,0,0,牛,射手座
14266,0,0,龙,处女座
14267,0,0,猴,白羊座
14268,0,0,鸡,射手座
14269,0,0,猴,双子座
14270,0,0,羊,天秤座
14271,0,0,猴,天秤座
14272,0,0,猴,双鱼座
14273,0,0,猪,双鱼座
14274,0,0,猪,双鱼座
14275,0,0,牛,狮子座
14276,0,0,兔,巨蟹座
14277,0,0,鸡,白羊座
14278,0,0,猪,白羊座
14279,0,0,鼠,双子座
14280,0,0,狗,双子座
14281,43,1,蛇,双子座
14282,0,0,猪,双子座
14283,1,0,鼠,双子座
14284,0,0,龙,射手座
14285,0,0,蛇,双子座
14286,1,0,马,白羊座
14287,0,0,猪,双鱼座
14288,0,0,马,天蝎座
14289,1,0,龙,金牛座
14290,0,0,虎,金牛座
14291,1,0,猴,天秤座
14292,0,0,蛇,双子座
14293,2,0,蛇,天蝎座
14294,0,0,猴,天秤座
14295,0,0,鸡,射手座
14296,0,0,鼠,双鱼座
14297,0,0,猪,摩羯座
14298,0,0,猴,双子座
14299,0,0,兔,射手座
14300,43,1,马,巨蟹座
14301,0,0,猪,射手座
14302,8,2,羊,射手座
14303,43,1,羊,巨蟹座
14304,1,0,羊,双鱼座
14305,0,0,猪,狮子座
14306,0,0,鸡,金牛座
14307,0,0,猴,处女座
14308,0,0,兔,金牛座
14309,0,0,蛇,白羊座
14310,0,0,鸡,天秤座
14311,0,0,猴,双子座
14312,0,0,鼠,金牛座
14313,0,0,蛇,巨蟹座
14314,0,0,鼠,狮子座
14315,0,0,龙,巨蟹座
14316,43,1,兔,水瓶座
14317,0,0,狗,水瓶座
14318,0,0,鼠,处女座
14319,0,0,鸡,双鱼座
14320,0,0,马,天秤座
14321,1,0,猴,摩羯座
14322,0,0,马,处女座
14323,0,0,蛇,处女座
14324,43,1,羊,水瓶座
14325,5,2,蛇,摩羯座
14326,1,0,羊,天秤座
14327,1,0,马,处女座
14328,0,0,狗,射手座
14329,0,0,猪,天秤座
14330,1,0,鸡,射手座
14331,0,0,蛇,金牛座
14332,0,0,羊,金牛座
14333,0,0,牛,金牛座
14334,0,0,羊,处女座
14335,1,0,兔,天蝎座
14336,9,2,龙,巨蟹座
14337,0,0,龙,双子座
14338,0,0,虎,水瓶座
14339,0,0,牛,双子座
14340,1,0,龙,金牛座
14341,1,0,羊,巨蟹座
14342,0,0,猪,金牛座
14343,1,0,狗,双子座
14344,0,0,马,处女座
14345,0,0,虎,白羊座
14346,0,0,狗,水瓶座
14347,0,0,牛,水瓶座
14348,0,0,鸡,射手座
14349,0,0,猴,双子座
14350,0,0,虎,天蝎座
14351,43,1,猪,射手座
14352,0,0,牛,摩羯座
14353,0,0,马,狮子座
14354,1,0,龙,金牛座
14355,0,0,龙,摩羯座
14356,0,0,虎,双鱼座
14357,43,1,牛,金牛座
14358,0,0,蛇,水瓶座
14359,1,0,鸡,天秤座
14360,0,0,兔,狮子座
14361,0,0,蛇,狮子座
14362,0,0,兔,天秤座
14363,0,0,虎,摩羯座
14364,0,0,猴,天秤座
14365,0,0,鼠,双子座
14366,0,0,虎,射手座
14367,43,1,羊,金牛座
14368,0,0,龙,双鱼座
14369,0,0,龙,射手座
14370,43,1,兔,白羊座
14371,1,0,羊,射手座
14372,43,1,虎,射手座
14373,0,0,马,双子座
14374,0,0,虎,白羊座
14375,0,0,龙,摩羯座
14376,2,0,狗,射手座
14377,0,0,牛,天秤座
14378,43,1,蛇,金牛座
14379,0,0,牛,天蝎座
14380,0,0,虎,天蝎座
14381,0,0,鸡,水瓶座
14382,1,0,猴,金牛座
14383,0,0,蛇,双子座
14384,0,0,狗,双子座
14385,0,0,蛇,天秤座
14386,0,0,羊,射手座
14387,43,1,鸡,巨蟹座
14388,43,1,鸡,巨蟹座
14389,0,0,羊,水瓶座
14390,1,0,牛,双子座
14391,0,0,羊,摩羯座
14392,0,0,狗,金牛座
14393,0,0,鸡,水瓶座
14394,0,0,兔,水瓶座
14395,0,0,鼠,巨蟹座
14396,0,0,羊,双子座
14397,0,0,蛇,白羊座
14398,0,0,兔,双鱼座
14399,0,0,龙,双鱼座
14400,0,0,牛,白羊座
14401,0,0,蛇,白羊座
14402,43,1,虎,天秤座
14403,0,0,猪,双鱼座
14404,0,0,猪,双子座
14405,0,0,牛,狮子座
14406,0,0,鼠,处女座
14407,43,1,兔,双子座
14408,0,0,猴,巨蟹座
14409,43,1,牛,摩羯座
14410,0,0,猪,狮子座
14411,0,0,龙,处女座
14412,1,0,牛,双鱼座
14413,1,0,蛇,天蝎座
14414,0,0,牛,射手座
14415,0,0,蛇,天秤座
14416,0,0,猴,处女座
14417,0,0,鼠,摩羯座
14418,43,1,蛇,金牛座
14419,1,0,狗,双子座
14420,0,0,羊,天秤座
14421,43,1,龙,狮子座
14422,43,1,蛇,射手座
14423,0,0,兔,白羊座
14424,0,0,兔,水瓶座
14425,0,0,鼠,天蝎座
14426,0,0,龙,水瓶座
14427,0,0,兔,天蝎座
14428,1,0,虎,摩羯座
14429,0,0,蛇,金牛座
14430,0,0,龙,处女座
14431,0,0,羊,双子座
14432,0,0,兔,狮子座
14433,0,0,鸡,巨蟹座
14434,0,0,猴,处女座
14435,1,0,马,摩羯座
14436,0,0,兔,水瓶座
14437,0,0,蛇,双子座
14438,0,0,虎,巨蟹座
14439,0,0,虎,天蝎座
14440,0,0,猴,狮子座
14441,0,0,鼠,金牛座
14442,1,0,猴,巨蟹座
14443,0,0,龙,双子座
14444,0,0,鸡,射手座
14445,0,0,虎,处女座
14446,1,0,猪,金牛座
14447,0,0,猪,处女座
14448,0,0,马,处女座
14449,0,0,羊,天蝎座
14450,0,0,狗,白羊座
14451,0,0,羊,巨蟹座
14452,1,0,狗,白羊座
14453,0,0,兔,双子座
14454,0,0,羊,水瓶座
14455,0,0,狗,双子座
14456,0,0,兔,白羊座
14457,0,0,鸡,白羊座
14458,43,1,猴,水瓶座
14459,0,0,龙,水瓶座
14460,0,0,蛇,天蝎座
14461,0,0,牛,双鱼座
14462,43,1,猴,巨蟹座
14463,0,0,鸡,双鱼座
14464,0,0,鸡,双鱼座
14465,0,0,虎,水瓶座
14466,0,0,猴,白羊座
14467,0,0,猪,水瓶座
14468,0,0,龙,水瓶座
14469,0,0,蛇,天蝎座
14470,0,0,蛇,天蝎座
14471,0,0,龙,天秤座
14472,1,0,龙,射手座
14473,1,0,鸡,处女座
14474,43,1,狗,天秤座
14475,0,0,鸡,狮子座
14476,2,0,鸡,射手座
14477,0,0,鼠,双子座
14478,0,0,鸡,双鱼座
14479,0,0,牛,金牛座
14480,0,0,羊,白羊座
14481,0,0,羊,水瓶座
14482,43,1,鸡,天秤座
14483,1,0,虎,双鱼座
14484,43,1,兔,天蝎座
14485,0,0,兔,双子座
14486,43,1,蛇,白羊座
14487,0,0,狗,天秤座
14488,0,0,马,处女座
14489,2,0,鼠,射手座
14490,0,0,牛,狮子座
14491,0,0,鸡,处女座
14492,1,0,牛,双子座
14493,1,0,羊,双子座
14494,0,0,狗,天秤座
14495,0,0,龙,射手座
14496,0,0,牛,天秤座
14497,0,0,猪,天秤座
14498,0,0,兔,天蝎座
14499,1,0,羊,射手座
14500,0,0,猪,双子座
14501,0,0,猴,天秤座
14502,43,1,兔,双鱼座
14503,0,0,龙,天蝎座
14504,43,1,猪,天秤座
14505,0,0,鼠,水瓶座
14506,2,0,鸡,水瓶座
14507,0,0,虎,双子座
14508,0,0,羊,水瓶座
14509,1,0,蛇,巨蟹座
14510,1,0,鼠,天蝎座
14511,0,0,猪,处女座
14512,0,0,狗,白羊座
14513,0,0,龙,天秤座
14514,0,0,牛,双鱼座
14515,0,0,鸡,白羊座
14516,14,1,牛,处女座
14517,1,0,马,双鱼座
14518,1,0,猪,射手座
14519,43,1,猪,狮子座
14520,0,0,狗,天秤座
14521,2,0,猪,天秤座
14522,2,0,龙,双鱼座
14523,0,0,龙,白羊座
14524,1,0,猪,射手座
14525,0,0,牛,天蝎座
14526,1,0,牛,白羊座
14527,3,0,龙,双子座
14528,1,0,鸡,摩羯座
14529,0,0,兔,天蝎座
14530,1,0,鼠,双子座
14531,0,0,猴,天蝎座
14532,0,0,鼠,射手座
14533,0,0,猴,狮子座
14534,1,0,虎,双子座
14535,1,0,牛,处女座
14536,0,0,狗,水瓶座
14537,0,0,兔,处女座
14538,0,0,狗,射手座
14539,0,0,鸡,白羊座
14540,1,0,猴,双子座
14541,0,0,鸡,双鱼座
14542,11,1,牛,双鱼座
14543,43,1,猴,处女座
14544,43,1,猪,金牛座
14545,0,0,虎,处女座
14546,0,0,兔,双鱼座
14547,0,0,龙,天秤座
14548,43,1,羊,处女座
14549,43,1,兔,射手座
14550,0,0,龙,双子座
14551,1,0,蛇,金牛座
14552,0,0,蛇,处女座
14553,0,0,虎,巨蟹座
14554,0,0,猪,金牛座
14555,0,0,羊,白羊座
14556,0,0,羊,巨蟹座
14557,43,1,蛇,摩羯座
14558,1,0,猪,射手座
14559,0,0,虎,天蝎座
14560,0,0,牛,摩羯座
14561,0,0,兔,双子座
14562,0,0,兔,摩羯座
14563,0,0,猴,金牛座
14564,0,0,鼠,天秤座
14565,0,0,蛇,双鱼座
14566,43,1,马,射手座
14567,0,0,狗,巨蟹座
14568,43,1,牛,射手座
14569,0,0,羊,天秤座
14570,0,0,猪,双鱼座
14571,0,0,蛇,双子座
14572,0,0,牛,白羊座
14573,0,0,兔,水瓶座
14574,0,0,蛇,天蝎座
14575,1,0,鸡,射手座
14576,0,0,马,天秤座
14577,0,0,猴,巨蟹座
14578,2,0,龙,双鱼座
14579,0,0,兔,双鱼座
14580,1,0,猴,白羊座
14581,0,0,狗,水瓶座
14582,0,0,牛,天秤座
14583,43,1,猪,双鱼座
14584,0,0,虎,射手座
14585,1,0,兔,金牛座
14586,0,0,鼠,白羊座
14587,43,1,鼠,金牛座
14588,43,1,龙,摩羯座
14589,43,1,猴,处女座
14590,0,0,鼠,双鱼座
14591,43,1,鸡,狮子座
14592,0,0,鸡,天蝎座
14593,1,0,羊,处女座
14594,43,1,兔,射手座
14595,43,1,猪,巨蟹座
14596,0,0,牛,射手座
14597,0,0,兔,摩羯座
14598,1,0,狗,天蝎座
14599,1,0,猴,狮子座
14600,43,1,羊,双鱼座
14601,2,0,虎,巨蟹座
14602,0,0,狗,白羊座
14603,0,0,猪,巨蟹座
14604,0,0,猴,白羊座
14605,0,0,马,白羊座
14606,0,0,狗,摩羯座
14607,43,1,鸡,处女座
14608,0,0,虎,天蝎座
14609,1,0,猪,狮子座
14610,0,0,狗,天秤座
14611,43,1,蛇,天蝎座
14612,0,0,鸡,天秤座
14613,43,1,牛,水瓶座
14614,0,0,鸡,射手座
14615,0,0,鼠,处女座
14616,0,0,兔,白羊座
14617,0,0,马,巨蟹座
